reader	antenna	det_type	date	time	date_time	time_zone	dur	tag_type	tag_code	consec_det	no_empt_scan_prior
dam	1	D	2016-08-11	38:16.6	2016-08-11 11:38	America/Vancouver	00:01.0	HA	900_230000034012	6	32275
dam	1	D	2016-08-11	41:48.2	2016-08-11 11:41	America/Vancouver	00:00.4	HA	900_230000034012	3	1045
dam	1	D	2016-08-11	42:03.9	2016-08-11 11:42	America/Vancouver	00:01.4	HA	900_230000034012	8	75
dam	1	D	2016-08-11	42:05.7	2016-08-11 11:42	America/Vancouver	00:00.0	HA	900_230000034012	1	1
dam	1	D	2016-08-11	42:06.5	2016-08-11 11:42	America/Vancouver	00:00.0	HA	900_230000034012	1	3
dam	1	D	2016-08-11	44:27.3	2016-08-11 11:44	America/Vancouver	00:00.0	HA	900_230000034012	1	698
dam	1	D	2016-08-11	44:43.8	2016-08-11 11:44	America/Vancouver	00:00.0	HA	900_230000034012	1	81
dam	1	D	2016-08-11	44:58.5	2016-08-11 11:44	America/Vancouver	00:03.4	HA	900_230000034012	18	72
dam	1	D	2016-08-11	46:33.3	2016-08-11 11:46	America/Vancouver	00:00.0	HA	900_230000034012	1	453
dam	1	D	2016-08-11	47:27.2	2016-08-11 11:47	America/Vancouver	00:06.3	HA	900_230000034012	32	267
dam	2	D	2016-08-11	16:46.4	2016-08-11 12:16	America/Vancouver	00:01.0	HA	900_230000034012	6	33616
dam	2	D	2016-08-11	20:43.8	2016-08-11 12:20	America/Vancouver	00:00.8	HA	900_230000034012	5	1173
dam	2	D	2016-08-11	20:46.8	2016-08-11 12:20	America/Vancouver	00:01.6	HA	900_230000034012	9	10
dam	1	D	2016-08-11	18:02.4	2016-08-11 14:18	America/Vancouver	00:01.2	HA	900_230000008588	7	44849
dam	1	D	2016-08-11	42:48.7	2016-08-11 14:42	America/Vancouver	00:00.0	HA	900_230000018822	1	7376
dam	1	D	2016-08-11	42:49.1	2016-08-11 14:42	America/Vancouver	00:03.2	HA	900_230000018822	17	1
dam	2	D	2016-08-11	48:08.3	2016-08-11 14:48	America/Vancouver	00:01.8	HA	900_230000008588	10	43910
dam	2	D	2016-08-11	21:42.7	2016-08-11 15:21	America/Vancouver	00:01.4	HA	900_230000018822	8	9996
dam	1	D	2016-08-11	00:45.3	2016-08-11 17:00	America/Vancouver	00:02.6	HA	900_230000034032	14	41093
dam	1	D	2016-08-11	01:42.7	2016-08-11 17:01	America/Vancouver	00:00.0	HA	900_230000034032	1	271
dam	1	D	2016-08-11	01:43.1	2016-08-11 17:01	America/Vancouver	00:03.2	HA	900_230000034032	17	1
dam	1	D	2016-08-11	03:00.5	2016-08-11 17:03	America/Vancouver	00:00.2	HA	900_230000034032	2	367
dam	1	D	2016-08-11	00:39.8	2016-08-11 18:00	America/Vancouver	00:01.6	HA	900_230000034023	9	17181
dam	2	D	2016-08-11	26:51.9	2016-08-11 18:26	America/Vancouver	00:01.6	HA	900_230000034023	9	55173
dam	1	D	2016-08-11	45:59.7	2016-08-11 18:45	America/Vancouver	00:02.6	HA	900_230000034039	14	13501
dam	1	D	2016-08-11	49:11.4	2016-08-11 18:49	America/Vancouver	00:03.6	HA	900_230000034039	19	938
dam	2	D	2016-08-11	09:22.3	2016-08-11 19:09	America/Vancouver	00:01.2	HA	900_230000034039	7	12659
dam	1	D	2016-08-11	42:22.5	2016-08-11 20:42	America/Vancouver	00:02.4	HA	900_230000034041	13	33713
dam	1	D	2016-08-11	42:40.9	2016-08-11 20:42	America/Vancouver	00:06.3	HA	900_230000034041	32	78
dam	2	D	2016-08-11	55:37.7	2016-08-11 20:55	America/Vancouver	00:00.0	HA	900_230000034041	1	31660
dam	2	D	2016-08-11	55:41.7	2016-08-11 20:55	America/Vancouver	00:01.4	HA	900_230000034041	8	19
dam	1	D	2016-08-12	08:30.9	2016-08-12 06:08	America/Vancouver	00:02.0	HA	900_230000034036	11	.
dam	1	D	2016-08-12	09:06.5	2016-08-12 06:09	America/Vancouver	00:01.4	HA	900_230000034050	8	166
dam	1	D	2016-08-12	09:08.9	2016-08-12 06:09	America/Vancouver	00:01.0	HA	900_230000034036	6	4
dam	1	D	2016-08-12	09:10.4	2016-08-12 06:09	America/Vancouver	00:01.2	HA	900_230000034036	7	1
dam	1	D	2016-08-12	09:16.0	2016-08-12 06:09	America/Vancouver	00:03.6	HA	900_230000034036	19	21
dam	1	D	2016-08-12	09:47.2	2016-08-12 06:09	America/Vancouver	00:02.8	HA	900_230000034050	15	136
dam	1	D	2016-08-12	11:54.3	2016-08-12 06:11	America/Vancouver	00:02.0	HA	900_230000008589	11	616
dam	1	D	2016-08-12	34:12.8	2016-08-12 06:34	America/Vancouver	00:00.0	HA	900_230000034048	1	6638
dam	1	D	2016-08-12	34:13.2	2016-08-12 06:34	America/Vancouver	00:01.4	HA	900_230000034048	8	1
dam	2	D	2016-08-12	34:51.9	2016-08-12 06:34	America/Vancouver	00:01.4	HA	900_230000034050	8	.
dam	2	D	2016-08-12	49:46.0	2016-08-12 06:49	America/Vancouver	00:03.0	HA	900_230000008589	16	4433
dam	1	D	2016-08-12	50:28.2	2016-08-12 06:50	America/Vancouver	00:01.2	HA	900_230000034032	7	4835
dam	2	D	2016-08-12	59:27.4	2016-08-12 06:59	America/Vancouver	00:01.6	HA	900_230000034048	9	2872
dam	2	D	2016-08-12	13:00.0	2016-08-12 07:13	America/Vancouver	00:01.4	HA	900_230000034032	8	4028
dam	1	D	2016-08-12	20:16.1	2016-08-12 07:20	America/Vancouver	00:03.4	HA	900_230000034043	18	8875
dam	1	D	2016-08-12	30:18.1	2016-08-12 07:30	America/Vancouver	00:01.8	HA	900_230000008581	10	2972
dam	1	D	2016-08-12	30:20.5	2016-08-12 07:30	America/Vancouver	00:00.8	HA	900_230000008581	5	2
dam	1	D	2016-08-12	30:21.9	2016-08-12 07:30	America/Vancouver	00:00.2	HA	900_230000008581	2	2
dam	1	D	2016-08-12	31:20.3	2016-08-12 07:31	America/Vancouver	00:01.4	HA	900_230000008581	8	288
dam	2	D	2016-08-12	40:09.4	2016-08-12 07:40	America/Vancouver	00:01.2	HA	900_230000034043	7	8086
dam	1	D	2016-08-12	44:23.0	2016-08-12 07:44	America/Vancouver	00:03.1	HA	900_230000034033	16	3880
dam	1	D	2016-08-12	45:19.0	2016-08-12 07:45	America/Vancouver	00:00.2	HA	900_230000034033	2	262
dam	2	D	2016-08-12	06:30.5	2016-08-12 08:06	America/Vancouver	00:01.4	HA	900_230000008581	8	7847
dam	2	D	2016-08-12	12:34.5	2016-08-12 08:12	America/Vancouver	00:00.0	HA	900_230000034033	1	1800
dam	2	D	2016-08-12	12:36.3	2016-08-12 08:12	America/Vancouver	00:01.2	HA	900_230000034033	7	8
dam	2	D	2016-08-12	25:13.4	2016-08-12 08:25	America/Vancouver	00:00.0	HA	900_230000034033	1	3754
dam	2	D	2016-08-12	25:13.8	2016-08-12 08:25	America/Vancouver	00:03.0	HA	900_230000034033	16	1
dam	2	D	2016-08-12	25:50.9	2016-08-12 08:25	America/Vancouver	00:02.4	HA	900_230000034033	13	168
dam	1	D	2016-08-12	37:29.5	2016-08-12 08:37	America/Vancouver	00:05.9	HA	900_230000008571	30	15549
dam	1	D	2016-08-12	41:33.5	2016-08-12 08:41	America/Vancouver	00:02.0	HA	900_230000008571	11	1182
dam	1	D	2016-08-12	44:50.0	2016-08-12 08:44	America/Vancouver	00:02.6	HA	900_230000008571	14	965
dam	1	D	2016-08-12	44:53.1	2016-08-12 08:44	America/Vancouver	00:00.0	HA	900_230000008571	1	1
dam	1	D	2016-08-12	46:30.9	2016-08-12 08:46	America/Vancouver	00:03.5	HA	900_230000008571	18	485
dam	1	D	2016-08-12	49:04.5	2016-08-12 08:49	America/Vancouver	00:02.6	HA	900_230000008571	14	745
dam	1	D	2016-08-12	49:29.3	2016-08-12 08:49	America/Vancouver	00:02.6	HA	900_230000008571	14	109
dam	1	D	2016-08-12	49:37.9	2016-08-12 08:49	America/Vancouver	00:00.4	HA	900_230000008571	3	29
dam	1	D	2016-08-12	51:36.9	2016-08-12 08:51	America/Vancouver	00:00.8	HA	900_230000008571	5	588
dam	2	D	2016-08-12	26:35.9	2016-08-12 09:26	America/Vancouver	00:01.4	HA	900_230000008571	8	18093
dam	1	D	2016-08-12	30:17.4	2016-08-12 09:30	America/Vancouver	00:01.8	HA	900_230000034036	10	11522
dam	1	D	2016-08-12	30:19.6	2016-08-12 09:30	America/Vancouver	00:00.6	HA	900_230000034036	4	1
dam	1	D	2016-08-12	31:27.1	2016-08-12 09:31	America/Vancouver	00:02.6	HA	900_230000034036	14	331
dam	1	D	2016-08-12	32:50.4	2016-08-12 09:32	America/Vancouver	00:00.6	HA	900_230000034036	4	400
dam	1	D	2016-08-12	33:04.1	2016-08-12 09:33	America/Vancouver	00:01.0	HA	900_230000034036	6	64
dam	1	D	2016-08-12	33:32.7	2016-08-12 09:33	America/Vancouver	00:00.2	HA	900_230000034036	2	136
dam	1	D	2016-08-12	33:33.3	2016-08-12 09:33	America/Vancouver	00:02.8	HA	900_230000034036	15	1
dam	2	D	2016-08-12	53:17.5	2016-08-12 09:53	America/Vancouver	00:01.0	HA	900_230000008571	6	7948
dam	2	D	2016-08-12	53:18.9	2016-08-12 09:53	America/Vancouver	00:00.2	HA	900_230000008571	2	1
dam	2	D	2016-08-12	03:06.4	2016-08-12 10:03	America/Vancouver	00:01.0	HA	900_230000034036	6	2916
dam	1	D	2016-08-12	07:15.3	2016-08-12 11:07	America/Vancouver	00:02.0	HA	900_230000034049	11	27911
dam	1	D	2016-08-12	09:16.9	2016-08-12 11:09	America/Vancouver	00:01.6	HA	900_230000034011	9	593
dam	1	D	2016-08-12	10:40.9	2016-08-12 11:10	America/Vancouver	00:00.6	HA	900_230000034011	4	408
dam	1	D	2016-08-12	14:23.3	2016-08-12 11:14	America/Vancouver	00:03.6	HA	900_230000034011	19	1101
dam	1	D	2016-08-12	17:11.1	2016-08-12 11:17	America/Vancouver	00:00.0	HA	900_230000034011	1	814
dam	1	D	2016-08-12	17:11.5	2016-08-12 11:17	America/Vancouver	00:03.2	HA	900_230000034011	17	1
dam	1	D	2016-08-12	22:58.8	2016-08-12 11:22	America/Vancouver	00:03.8	HA	900_230000034011	20	1708
dam	1	D	2016-08-12	23:03.2	2016-08-12 11:23	America/Vancouver	00:00.0	HA	900_230000034011	1	2
dam	1	D	2016-08-12	23:03.6	2016-08-12 11:23	America/Vancouver	00:00.0	HA	900_230000034011	1	1
dam	1	D	2016-08-12	23:04.0	2016-08-12 11:23	America/Vancouver	00:00.0	HA	900_230000034011	1	1
dam	2	D	2016-08-12	24:01.7	2016-08-12 11:24	America/Vancouver	00:01.0	HA	900_230000034049	6	24111
dam	2	D	2016-08-12	24:03.1	2016-08-12 11:24	America/Vancouver	00:02.4	HA	900_230000034049	13	1
dam	1	D	2016-08-12	24:04.2	2016-08-12 11:24	America/Vancouver	00:11.3	HA	900_230000034011	57	298
dam	1	D	2016-09-20	42:29.7	2016-09-20 11:42	America/Vancouver	00:00.2	HA	900_226000586505	2	.
dam	1	D	2016-09-20	48:36.3	2016-09-20 11:48	America/Vancouver	00:00.2	HA	900_226000586505	2	1819
dam	2	D	2016-09-20	38:31.7	2016-09-20 12:38	America/Vancouver	00:00.2	HA	900_226000586505	2	.
dam	1	D	2016-09-25	04:08.3	2016-09-25 06:04	America/Vancouver	00:00.0	HA	900_226000586665	1	.
dam	1	D	2016-09-26	39:07.8	2016-09-26 06:39	America/Vancouver	00:00.2	HA	900_226000584926	2	.
dam	1	D	2016-09-26	47:47.7	2016-09-26 06:47	America/Vancouver	00:00.2	HA	900_226000584926	2	2580
dam	1	D	2016-10-03	21:30.4	2016-10-03 12:21	America/Vancouver	00:00.4	HA	900_226000650315	3	.
dam	1	D	2016-10-06	45:43.0	2016-10-06 00:45	America/Vancouver	00:01.6	HA	900_230000010012	9	.
dam	2	D	2016-10-06	45:02.3	2016-10-06 01:45	America/Vancouver	00:00.0	HA	900_230000010012	1	.
dam	2	D	2016-10-06	45:03.1	2016-10-06 01:45	America/Vancouver	00:01.8	HA	900_230000010012	10	3
dam	1	D	2016-10-10	12:53.5	2016-10-10 12:12	America/Vancouver	00:00.0	HA	900_226000650315	1	.
dam	2	D	2014-01-01	00:15.7	2014-01-01 00:00	America/Vancouver	00:01.2	HR	0000_0000000183783293	7	56
dam	2	D	2014-01-01	00:18.9	2014-01-01 00:00	America/Vancouver	00:00.4	HR	0000_0000000183783293	3	9
dam	2	D	2014-01-01	00:21.1	2014-01-01 00:00	America/Vancouver	00:00.2	HR	0000_0000000183783293	2	8
dam	2	D	2014-01-01	21:29.1	2014-01-01 00:21	America/Vancouver	00:01.0	HR	0000_0000000183783293	6	6278
dam	2	D	2014-01-01	21:30.9	2014-01-01 00:21	America/Vancouver	00:00.6	HR	0000_0000000183783293	4	3
dam	1	D	2014-01-01	22:31.2	2014-01-01 00:22	America/Vancouver	00:00.2	HR	0000_0000000183783293	2	124
dam	1	D	2014-01-01	22:31.8	2014-01-01 00:22	America/Vancouver	00:00.4	HR	0000_0000000183783293	3	1
dam	1	D	2014-01-01	22:34.4	2014-01-01 00:22	America/Vancouver	00:00.4	HR	0000_0000000183783293	3	10
dam	1	D	2014-01-01	22:35.4	2014-01-01 00:22	America/Vancouver	00:00.2	HR	0000_0000000183783293	2	2
dam	1	D	2014-01-01	22:37.9	2014-01-01 00:22	America/Vancouver	00:00.8	HR	0000_0000000183783293	5	10
dam	1	D	2014-01-01	40:29.7	2014-01-01 17:40	America/Vancouver	00:00.0	HA	900_226000650315	1	.
dam	1	D	2016-11-05	37:09.0	2016-11-05 05:37	America/Vancouver	00:00.0	HA	900_230000010030	1	.
dam	1	D	2016-11-05	37:09.4	2016-11-05 05:37	America/Vancouver	00:03.9	HA	900_230000010030	20	1
dam	1	D	2016-11-05	24:38.6	2016-11-05 06:24	America/Vancouver	00:01.0	HA	900_230000010030	6	13997
dam	1	D	2016-11-06	40:15.7	2016-11-06 08:40	America/Vancouver	00:01.4	HA	900_230000010030	8	.
dam	2	D	2016-11-06	48:57.0	2016-11-06 09:48	America/Vancouver	00:02.5	HA	900_230000010030	13	.
dam	2	D	2016-11-06	49:04.6	2016-11-06 09:49	America/Vancouver	00:00.2	HA	900_230000010030	2	24
dam	2	D	2016-11-06	49:05.2	2016-11-06 09:49	America/Vancouver	00:00.0	HA	900_230000010030	1	1
dam	2	D	2016-11-06	49:05.6	2016-11-06 09:49	America/Vancouver	00:00.0	HA	900_230000010030	1	1
dam	2	D	2016-11-06	49:07.0	2016-11-06 09:49	America/Vancouver	00:00.0	HA	900_230000010030	1	1
dam	1	D	2016-11-06	11:01.4	2016-11-06 10:11	America/Vancouver	00:01.6	HA	900_230000010052	9	26783
dam	2	D	2016-11-06	50:05.1	2016-11-06 10:50	America/Vancouver	00:00.8	HA	900_230000010052	5	18001
dam	2	D	2016-11-06	50:14.5	2016-11-06 10:50	America/Vancouver	00:01.6	HA	900_230000010052	9	41
dam	1	D	2016-11-11	06:23.8	2016-11-11 00:06	America/Vancouver	00:00.2	HA	900_226000585626	2	.
dam	2	D	2016-11-11	14:04.5	2016-11-11 01:14	America/Vancouver	00:00.0	HA	900_226000585626	1	.
